Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,LSM9DS1_Temp,Proximity,Color_R,Color_G,Color_B,Color_C,BME680_Temp,Gas,Humidity,Pressure,Switch_Pressed,GPS_Latitude,GPS_Longitude,GPS_Speed,GPS_Timestamp,Pad_press
2024-04-02T10:15:12,0.0095712904,0.20518453794999997,9.858429112,0.021838432265579053,0.017256942979093935,0.08521570072862314,-0.01022,0.10906000000000002,-0.37912000000000007,19.5,1,5406,1772,1937,12074,33.574921875,25972,100,695.662002676745,0,,,,N/A,False
2024-04-02T10:15:12,0.0,0.19381863059999999,9.98345409285,0.01466076571675237,0.021838432265579053,0.08781187799096472,-0.00882,0.10206000000000001,-0.38276000000000004,19.5,1,5406,1772,1937,12074,33.574921875,25972,100,695.662002676745,0,,,,N/A,False
2024-04-02T10:15:12,-0.0083748791,0.2117648001,9.891330422749999,0.021991148575128558,0.01832595714594046,0.08659014751456869,-0.007700000000000001,0.10990000000000001,-0.38262000000000007,19.5,1,5406,1772,1937,12074,33.574921875,25972,100,695.662002676745,0,,,,N/A,False
2024-04-02T10:15:12,-0.0029910282499999996,0.21236300575,9.878169898449999,0.021532999646480044,0.014966198335851376,0.08933904108645975,-0.00882,0.11130000000000001,-0.37100000000000005,19.5,1,5406,1772,1937,12074,25.3028515625,1657,30.559677329073143,1013.6930050294285,0,,,,N/A,False
2024-04-02T10:15:12,0.011365907350000001,0.20458633229999998,9.927820967399999,0.019089538693687978,0.01832595714594046,0.09010262263420728,-0.009940000000000001,0.11158000000000001,-0.38248000000000004,19.5,1,5406,1772,1937,12074,25.3028515625,1657,30.559677329073143,1013.6930050294285,0,,,,N/A,False
2024-04-02T10:15:12,0.022133609050000003,0.22313070744999997,9.967302540299999,0.02351831167062359,0.022449297503777065,0.08765916168141522,-0.004340000000000001,0.11186000000000001,-0.38724000000000003,19.5,1,5406,1772,1937,12074,25.3028515625,1657,30.559677329073143,1013.6930050294285,0,,,,N/A,False
2024-04-02T10:15:12,-0.021535403399999997,0.19680965884999999,9.932606612599997,0.01618792881224741,0.025809056313866152,0.08827002691961322,-0.010780000000000001,0.11298,-0.37198000000000003,19.5,1,5406,1772,1937,12074,25.5301953125,1990,30.596186482425946,1013.6637492710926,0,,,,N/A,False
2024-04-02T10:15:12,-0.013758729949999998,0.20997018315,9.9206424996,0.020463985479633514,0.020463985479633514,0.08827002691961322,-0.00882,0.10654000000000001,-0.38626000000000005,19.5,1,5406,1772,1937,12074,25.5301953125,1990,30.596186482425946,1013.6637492710926,0,,,,N/A,False
2024-04-02T10:15:12,-0.0023928226,0.20159530404999998,9.92482993915,0.019700403931885997,0.022754730122876075,0.08750644537186571,-0.013300000000000001,0.11158000000000001,-0.3724,19.5,1,5406,1772,1937,12074,25.5301953125,1990,30.596186482425946,1013.6637492710926,0,,,,N/A,False
2024-04-02T10:15:12,0.14117653339999997,0.20039889274999997,9.8680004024,0.01832595714594046,0.020005836550985007,0.08811731061006371,-0.011620000000000002,0.11298,-0.37548000000000004,19.5,1,5406,1772,1937,12074,25.9176953125,2348,30.652304479572678,1013.648801642241,0,,,,N/A,False
2024-04-02T10:15:13,0.0083748791,0.19740786449999997,9.932606612599997,0.0238237442897226,0.022449297503777065,0.08491026810952414,-0.006860000000000001,0.10458,-0.36568,19.5,1,5406,1772,1937,12074,25.9176953125,2348,30.652304479572678,1013.648801642241,0,,,,N/A,False
2024-04-02T10:15:13,-0.0029910282499999996,0.18963119104999998,9.940383286049999,0.016340645121796914,0.02061670178918302,0.08582656596682116,-0.013300000000000001,0.12110000000000001,-0.36568,19.5,1,5406,1772,1937,12074,25.9176953125,2348,30.652304479572678,1013.648801642241,0,,,,N/A,False
2024-04-02T10:15:13,-0.0167497582,0.19621145319999997,9.911669414849998,0.018784106074588976,0.02138028333693054,0.08628471489546968,-0.013580000000000002,0.10654000000000001,-0.37912000000000007,19.5,1,5406,1772,1937,12074,26.3469921875,2691,30.678476361331803,1013.6538820649682,0,,,,N/A,False
2024-04-02T10:15:13,0.0131605243,0.18245272324999998,9.936195846499999,0.02504547476611863,0.022143864884678056,0.08735372906231621,-0.01666,0.10878000000000002,-0.3668,19.5,1,5421,1781,1950,12110,26.3469921875,2691,30.678476361331803,1013.6538820649682,0,,,,N/A,False
2024-04-02T10:15:13,-0.030508488149999995,0.18963119104999998,9.985846915449999,0.020311269170084013,0.018784106074588976,0.0867428638241182,-0.015260000000000001,0.11046,-0.37646,19.5,1,5421,1781,1950,12110,26.3469921875,2691,30.678476361331803,1013.6538820649682,0,,,,N/A,False
2024-04-02T10:15:13,0.014356935599999999,0.19980068709999999,9.9696953629,0.021227567027381034,0.02306016274197508,0.08888089215781124,-0.01862,0.10598,-0.37660000000000005,19.5,1,5421,1781,1950,12110,26.76203125,3121,30.697902159157877,1013.6560715816267,0,,,,N/A,False
2024-04-02T10:15:13,-0.020937197749999997,0.1878365741,9.936794052149999,0.02260201381332657,0.01893682238413848,0.08689558013366769,-0.015260000000000001,0.11802000000000001,-0.38038000000000005,19.5,1,5421,1781,1950,12110,26.76203125,3121,30.697902159157877,1013.6560715816267,0,,,,N/A,False
2024-04-02T10:15:13,-0.0323031051,0.21296121140000002,9.958927661199999,0.02138028333693054,0.019547687622336492,0.08857545953871222,-0.013580000000000002,0.10822000000000001,-0.37044000000000005,19.5,1,5421,1781,1950,12110,26.76203125,3121,30.697902159157877,1013.6560715816267,0,,,,N/A,False
2024-04-02T10:15:13,-0.029312076849999997,0.19680965884999999,9.978070242,0.01756237559819294,0.021227567027381034,0.08750644537186571,-0.00882,0.10374000000000001,-0.37002,19.5,1,5421,1781,1950,12110,27.1380078125,3456,30.708371280134998,1013.650325634854,0,,,,N/A,False
2024-04-02T10:15:13,0.00418743955,0.1950150419,10.03131054485,0.019853120241435502,0.02061670178918302,0.0867428638241182,-0.008260000000000002,0.10934,-0.37898000000000004,19.5,1,5421,1781,1950,12110,27.1380078125,3456,30.708371280134998,1013.650325634854,0,,,,N/A,False
2024-04-02T10:15:13,-0.0167497582,0.19621145319999997,9.98345409285,0.019242255003237483,0.019242255003237483,0.0870482964432172,-0.014420000000000002,0.11326,-0.37926000000000004,19.5,1,5421,1781,1950,12110,27.1380078125,3456,30.708371280134998,1013.650325634854,0,,,,N/A,False
2024-04-02T10:15:13,-0.025722842949999998,0.21296121140000002,9.9828558872,0.021532999646480044,0.020922134408282028,0.08460483549042512,-0.018900000000000004,0.10066000000000001,-0.38542000000000004,19.5,1,5421,1781,1950,12110,27.470234375,3780,30.692503380138163,1013.6523465998762,0,,,,N/A,False
2024-04-02T10:15:13,0.0047856452,0.21834506225,9.957133044249998,0.01832595714594046,0.020463985479633514,0.08659014751456869,-0.007420000000000001,0.10710000000000001,-0.38388000000000005,19.5,1,5421,1781,1950,12110,27.470234375,3780,30.692503380138163,1013.6523465998762,0,,,,N/A,False
2024-04-02T10:15:13,-0.022133609050000003,0.1950150419,9.975079213749998,0.020922134408282028,0.019853120241435502,0.08735372906231621,-0.016380000000000002,0.12782000000000002,-0.37436,19.5,1,5421,1781,1950,12110,27.470234375,3780,30.692503380138163,1013.6523465998762,0,,,,N/A,False
2024-04-02T10:15:13,0.007178467799999999,0.18305092890000002,9.9684989516,0.020311269170084013,0.020158552860534508,0.08811731061006371,-0.009940000000000001,0.10878000000000002,-0.37646,19.5,0,5422,1781,1951,12111,27.7598828125,4108,30.66727120501367,1013.6606955628594,0,,,,N/A,False
2024-04-02T10:15:13,-0.0023928226,0.19680965884999999,9.994820000199999,0.05299255941367784,-0.07330382858376185,-0.05849034655745997,-0.012180000000000002,0.10850000000000001,-0.37758,19.5,0,5422,1781,1951,12111,27.7598828125,4108,30.66727120501367,1013.6606955628594,0,,,,N/A,False
